theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,7,0.16,,0.1089,0.2111,0.0511,200,32,0,0.16,"{""correct"": 32, ""in_sequence"": 168}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,8,0.185,,0.131,0.239,0.054,200,37,0,0.185,"{""correct"": 37, ""in_sequence"": 163}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,10,0.1131,,0.0642,0.162,0.0489,168,19,0,0.1131,"{""correct"": 19, ""in_sequence"": 149}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,11,0.0972,,0.0473,0.1472,0.05,144,14,0,0.0972,"{""correct"": 14, ""in_sequence"": 130}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,13,0.0278,,0.0,0.0776,0.0498,72,2,0,0.0278,"{""correct"": 2, ""in_sequence"": 70}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,14,0.0341,,0.0,0.0801,0.0461,88,3,0,0.0341,"{""correct"": 3, ""in_sequence"": 85}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,16,0.0521,,0.0023,0.1019,0.0498,96,5,0,0.0521,"{""correct"": 5, ""in_sequence"": 91}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,17,0.1131,,0.0642,0.162,0.0489,168,19,0,0.1131,"{""correct"": 19, ""in_sequence"": 149}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,19,0.275,,0.2134,0.3366,0.0616,200,55,0,0.275,"{""correct"": 55, ""in_sequence"": 145}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,CVQ,ordinal,20,0.57,,0.502,0.638,0.068,200,114,0,0.57,"{""correct"": 114, ""in_sequence"": 86}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,CVQ,semantic,last,0.9844,,0.9361,1.0,0.0483,64,63,0,0.9844,"{""correct"": 63, ""in_sequence"": 1}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,FVQ,ordinal,1,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,2,0.9722,,0.9224,1.0,0.0498,72,70,0,0.9722,"{""correct"": 70, ""in_sequence"": 2}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,3,0.69,,0.6263,0.7537,0.0637,200,138,0,0.69,"{""correct"": 138, ""in_sequence"": 62}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,4,0.345,,0.2796,0.4104,0.0654,200,69,0,0.345,"{""correct"": 69, ""in_sequence"": 131}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,5,0.215,,0.1581,0.2719,0.0569,200,43,0,0.215,"{""correct"": 43, ""in_sequence"": 157}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,6,0.16,,0.1089,0.2111,0.0511,200,32,0,0.16,"{""correct"": 32, ""in_sequence"": 168}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,7,0.165,,0.1133,0.2167,0.0517,200,33,0,0.165,"{""correct"": 33, ""in_sequence"": 167}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,8,0.155,,0.1045,0.2055,0.0505,200,31,0,0.155,"{""correct"": 31, ""in_sequence"": 169}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,14,0.0577,,0.0085,0.1069,0.0492,104,6,0,0.0577,"{""correct"": 6, ""in_sequence"": 98}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,20,0.0341,,0.0,0.0801,0.0461,88,3,0,0.0341,"{""correct"": 3, ""in_sequence"": 85}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,26,0.0278,,0.0,0.0776,0.0498,72,2,0,0.0278,"{""correct"": 2, ""in_sequence"": 70}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,31,0.0156,,0.0,0.0639,0.0483,64,1,0,0.0156,"{""correct"": 1, ""in_sequence"": 63}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,37,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,43,0.0156,,0.0,0.0639,0.0483,64,1,0,0.0156,"{""correct"": 1, ""in_sequence"": 63}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,49,0.19,,0.1355,0.2445,0.0545,200,38,0,0.19,"{""correct"": 38, ""in_sequence"": 162}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,CVQ,ordinal,50,0.275,,0.2134,0.3366,0.0616,200,55,0,0.275,"{""correct"": 55, ""in_sequence"": 145}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-opus,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,CVQ,semantic,last,0.9333,,0.8855,0.9811,0.0478,120,112,0,0.9333,"{""correct"": 112, ""in_sequence"": 8}",,,raw,experiments_cloud/results/cot_ivq/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
