arm,model,variant,num_keys,num_updates,condition,query_type,behavioral_accuracy,n_trials,n_correct,n_wrong,H_out_all,H_out_correct,H_out_wrong,confusion_gap,provenance_tier,source_file,notes
lora,Qwen2.5-3B-Instruct,lora,10,10,IVQ_d75,ordinal,0.62,150,93,57,0.060031409356511425,0.05941240726651773,0.06104136013492222,0.0016289528684044902,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,12,FVQ,semantic,1.0,150,150,0,0.002633041159802506,0.002633041159802506,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,12,CVQ,semantic,1.0,150,150,0,0.002942754183916485,0.002942754183916485,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,12,IVQ_d25,ordinal,0.9933333333333333,150,149,1,0.00824042486762032,0.007784797860372335,0.0761288489475704,0.06834405108719806,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,10,12,IVQ_d50,ordinal,0.7733333333333333,150,116,34,0.04188405006097355,0.038268885946766834,0.05421813939179648,0.01594925344502965,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,10,12,IVQ_d75,ordinal,0.5266666666666666,150,79,71,0.06680346012510975,0.05962052892066556,0.0747957356906181,0.01517520676995255,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,4,FVQ,semantic,1.0,150,150,0,0.0028359034091847072,0.0028359034091847072,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,4,CVQ,semantic,0.9933333333333333,150,149,1,0.0028421326182174805,0.0024606042602291415,0.059689857958479885,0.05722925369825074,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,4,IVQ_d25,ordinal,0.9866666666666667,150,148,2,0.003467941429640112,0.0030947451253421636,0.031084467947688297,0.027989722822346134,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,4,IVQ_d50,ordinal,1.0,150,150,0,0.0027166641522037038,0.0027166641522037038,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,4,IVQ_d75,ordinal,0.9866666666666667,150,148,2,0.00495718148427431,0.0043081267250619825,0.05298723366598636,0.04867910694092437,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,6,FVQ,semantic,0.9866666666666667,150,148,2,0.002481246236751776,0.002118301476480297,0.029339158496841215,0.02722085702036092,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,6,CVQ,semantic,1.0,150,150,0,0.0021914140333503967,0.0021914140333503967,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,6,IVQ_d25,ordinal,0.9866666666666667,150,148,2,0.003736233138796567,0.003007180420050347,0.05768613432601691,0.05467895390596656,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,6,IVQ_d50,ordinal,0.9866666666666667,150,148,2,0.006895637819671164,0.006233020490838057,0.0559293201533209,0.049696299662482846,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=2 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,6,IVQ_d75,ordinal,0.9666666666666667,150,145,5,0.016023106134101597,0.01478703719329091,0.05186910541761154,0.03708206822432063,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=5 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,8,FVQ,semantic,1.0,150,150,0,0.0019672811026254624,0.0019672811026254624,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,8,CVQ,semantic,1.0,150,150,0,0.0016717496722495272,0.0016717496722495272,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,8,IVQ_d25,ordinal,0.9933333333333333,150,149,1,0.003249031514984921,0.002876927810250485,0.05869248352041582,0.05581555571016533,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,8,IVQ_d50,ordinal,0.9533333333333334,150,143,7,0.017308646388417222,0.016186352053414513,0.04023551637490113,0.024049164321486616,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=7 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,8,IVQ_d75,ordinal,0.7933333333333333,150,119,31,0.03524635245889376,0.02963715299471804,0.05677844072460068,0.027141287729882637,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,10,FVQ,semantic,1.0,150,150,0,0.0020656651535266566,0.0020656651535266566,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,10,CVQ,semantic,1.0,150,150,0,0.0024336949161004504,0.0024336949161004504,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,10,IVQ_d25,ordinal,1.0,150,150,0,0.0025403378405202824,0.0025403378405202824,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,10,IVQ_d50,ordinal,0.8066666666666666,150,121,29,0.02868058015212968,0.02372681150916913,0.049349752765861586,0.025622941256692455,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,10,IVQ_d75,ordinal,0.5866666666666667,150,88,62,0.05513576765627975,0.05042486477519978,0.06182221045523204,0.011397345680032263,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,12,FVQ,semantic,0.9933333333333333,150,149,1,0.0024758054760619097,0.002414834881270413,0.011560424099994932,0.00914558921872452,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=1 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,12,CVQ,semantic,1.0,150,150,0,0.0037197031696490188,0.0037197031696490188,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,12,IVQ_d25,ordinal,0.98,150,147,3,0.007514971885535099,0.006013325051062816,0.08109566677467699,0.07508234172361417,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,"n_wrong=3 -- gap is noisy, do not quote this cell alone"
lora,Qwen2.5-3B-Instruct,lora,12,12,IVQ_d50,ordinal,0.64,150,96,54,0.043662261070331346,0.0408160649259071,0.04872216532708555,0.00790610040117845,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
lora,Qwen2.5-3B-Instruct,lora,12,12,IVQ_d75,ordinal,0.46,150,69,81,0.06783540616510036,0.06228001783503563,0.07256777400182225,0.010287756166786621,raw,lora_intervention/experiments/entropy_lens/results/entropy_lora.json,
