theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,2,30,FVQ,ordinal,1,0.9,,0.8308609494456025,0.9691390505543975,0.06913905055439752,80,72,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K2N30; condition key base_block
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,4,0.0875,,0.02149606326110111,0.1535039367388989,0.06600393673889889,80,7,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,6,0.075,,0.012391738206829456,0.13760826179317054,0.06260826179317054,80,6,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,8,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,10,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,12,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,14,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,16,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,18,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,20,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,22,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,24,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,26,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,28,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,30,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,32,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,34,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,36,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,38,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,40,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,42,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,44,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,46,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,48,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,50,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,52,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,54,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,56,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,58,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,60,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,62,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,64,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,66,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,68,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,70,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,72,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,IVQ,ordinal,74,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,5,75,CVQ,semantic,75,0.495,,0.42636292604801757,0.5636370739519825,0.06863707395198244,200,99,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K5N75; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,FVQ,ordinal,1,0.505,,0.4363629260480176,0.5736370739519825,0.06863707395198244,200,101,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,2,0.0875,,0.02149606326110111,0.1535039367388989,0.06600393673889889,80,7,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,3,0.0875,,0.02149606326110111,0.1535039367388989,0.06600393673889889,80,7,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,4,0.046875,,0.0,0.1085951429654443,0.0617201429654443,64,3,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,5,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,6,0.0625,,0.0035930169610395232,0.12140698303896047,0.05890698303896048,80,5,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,7,0.0625,,0.0035930169610395232,0.12140698303896047,0.05890698303896048,80,5,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,8,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,9,0.0625,,0.0,0.12966150559943532,0.06716150559943532,64,4,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,10,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,11,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,12,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,13,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,14,0.0625,,0.0,0.12966150559943532,0.06716150559943532,64,4,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,15,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,16,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,17,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,18,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,19,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,20,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,21,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,22,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,23,0.0625,,0.0,0.12966150559943532,0.06716150559943532,64,4,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,IVQ,ordinal,24,0.0625,,0.0035930169610395232,0.12140698303896047,0.05890698303896048,80,5,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,25,CVQ,semantic,25,0.5729166666666666,,0.5036077901678355,0.6422255431654977,0.0693088764988311,192,110,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N25; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,FVQ,ordinal,1,0.3352272727272727,,0.2660549204206171,0.4043996250339283,0.0691723523066556,176,59,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,2,0.046875,,0.0,0.1085951429654443,0.0617201429654443,64,3,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,3,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,4,0.0625,,0.0035930169610395232,0.12140698303896047,0.05890698303896048,80,5,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,5,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,6,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,7,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,8,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,9,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,10,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,11,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,12,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,13,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,14,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,15,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,16,0.03125,,0.0,0.08677906924853511,0.05552906924853511,64,2,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,17,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,18,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,19,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,20,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,21,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,22,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
04_lora,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,plain,10,50,IVQ,ordinal,23,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/behavioral_block_lora_results/results.json,block-vs-LoRA behavioural sweep; cell K10N50; condition key base_plain
