theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
03_prompt_format,Qwen2.5-3B-Instruct,Qwen2.5,False,base,arbitrary_single,block,2,30,FVQ,ordinal,first,0.9,,,,,100,,,,,,,raw,lora_intervention/experiments/block_readout_results/results_K2N30.json,behavioural accuracy only; per-layer P(v_last) / P(v_first) curves remain in the source file
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,25,IVQ,ordinal,20,0.0875,,0.02149606326110111,0.1535039367388989,0.06600393673889889,80,7,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,25,IVQ,ordinal,21,0.22916666666666666,,0.1606982703732932,0.2976350629600401,0.06846839629337345,144,33,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,25,IVQ,ordinal,22,0.11458333333333333,,0.048742497934839965,0.1804241687318267,0.06584083539849336,96,11,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,25,IVQ,ordinal,23,0.0625,,0.0,0.12966150559943532,0.06716150559943532,64,4,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,25,IVQ,ordinal,24,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,25,CVQ,semantic,25,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,FVQ,semantic,first,0.99,,,,,100,,,,,,,raw,lora_intervention/experiments/gemma_results/block/results_K10N50.json,behavioural accuracy only; per-layer P(v_last) / P(v_first) curves remain in the source file
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,FVQ,ordinal,1,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,2,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,3,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,4,0.8958333333333334,,0.8322289143768012,0.9594377522898655,0.06360441895653211,96,86,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,5,0.3125,,0.2445219000484254,0.3804780999515746,0.06797809995157462,176,55,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,6,0.203125,,0.13338329772117755,0.2728667022788225,0.06974170227882245,128,26,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,7,0.171875,,0.10609137492852205,0.23765862507147795,0.06578362507147795,128,22,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,8,0.3409090909090909,,0.27146515580190245,0.4103530260162793,0.06944393510718845,176,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,9,0.1953125,,0.12650240594236262,0.2641225940576374,0.0688100940576374,128,25,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,10,0.1953125,,0.12650240594236262,0.2641225940576374,0.0688100940576374,128,25,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,11,0.046875,,0.0,0.1085951429654443,0.0617201429654443,64,3,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,12,0.0875,,0.02149606326110111,0.1535039367388989,0.06600393673889889,80,7,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,13,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,14,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,15,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,16,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,17,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,18,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,19,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,20,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,21,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,22,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,23,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,24,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,25,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,26,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,27,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,28,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,29,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,30,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,31,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,32,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,33,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,34,0.046875,,0.0,0.1085951429654443,0.0617201429654443,64,3,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,35,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,36,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,37,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,38,0.0,,0.0,0.051418608310220645,0.051418608310220645,48,0,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,39,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,40,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,41,0.020833333333333332,,0.0,0.0836010255666804,0.06276769223334708,48,1,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,42,0.0875,,0.02149606326110111,0.1535039367388989,0.06600393673889889,80,7,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,43,0.1,,0.030860949445602484,0.16913905055439754,0.06913905055439752,80,8,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,44,0.046875,,0.0,0.1085951429654443,0.0617201429654443,64,3,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,45,0.0625,,0.0,0.12966150559943532,0.06716150559943532,64,4,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,46,0.09375,,0.03252656666694799,0.15497343333305202,0.06122343333305201,96,9,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,47,0.046875,,0.0,0.1085951429654443,0.0617201429654443,64,3,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,48,0.046875,,0.0,0.1085951429654443,0.0617201429654443,64,3,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,IVQ,ordinal,49,0.0875,,0.02149606326110111,0.1535039367388989,0.06600393673889889,80,7,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,CVQ,semantic,50,0.96875,,0.9132209307514648,1.0,0.05552906924853514,64,62,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,50,CVQ,semantic,last,0.98,,,,,100,,,,,,,raw,lora_intervention/experiments/gemma_results/block/results_K10N50.json,behavioural accuracy only; per-layer P(v_last) / P(v_first) curves remain in the source file
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,100,FVQ,ordinal,1,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N100; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,10,100,CVQ,semantic,100,0.9375,,0.8703384944005647,1.0,0.0671615055994353,64,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N100; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,20,20,FVQ,ordinal,1,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K20N20; condition key lora_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,lora,arbitrary_single,plain,20,20,CVQ,semantic,20,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K20N20; condition key lora_plain
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,FVQ,ordinal,1,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,IVQ,ordinal,2,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,IVQ,ordinal,3,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,IVQ,ordinal,4,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,IVQ,ordinal,5,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,IVQ,ordinal,6,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,IVQ,ordinal,7,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,IVQ,ordinal,8,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,IVQ,ordinal,9,0.9722,,0.9306,1.0,0.0498,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,CVQ,ordinal,10,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,10,CVQ,semantic,last,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,FVQ,ordinal,1,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,2,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,3,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,4,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,5,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,6,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,7,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,8,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,10,0.9722,,0.9306,1.0,0.0498,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,11,0.9861,,0.9583,1.0,0.0433,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,13,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,14,0.9861,,0.9583,1.0,0.0433,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,16,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,17,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,IVQ,ordinal,19,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,CVQ,ordinal,20,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,20,CVQ,semantic,last,1.0,,1.0,1.0,0.0354,72,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,50,FVQ,ordinal,1,1.0,,1.0,1.0,0.0188,140,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,50,IVQ,ordinal,2,1.0,,1.0,1.0,0.0188,140,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
03_prompt_format,claude-4.5-haiku,Claude-4.5,True,base,semantic_multi,block,5,50,IVQ,ordinal,3,1.0,,1.0,1.0,0.0188,140,,,,,,,raw,experiments_cloud/results/ucurve_proprietary_results.csv,upstream source_file: experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
